,rating,review
"('AWIW Restaurant', '23')",5.0,"Rybka PYSZOTA!!! Po raz kolejny restauracja Awiw mnie nie zawiodła.
Miła i uśmiechnięta obsługa, wspaniała muzyka na żywo, ale przecież to chodzi o rybkę.Rybka pierwsza klasa;pysznie to mało powiedziane.
PYSZOTA!"
"('AWIW Restaurant', '28')",4.0,"Po prostu smacznie Posiłki bardzo smaczne, choć nie najtańsze. Bardzo dobre lemoniady o zadowalającym rozmiarze(zwykle napoje są drogie i małe). Obsługa przyjemna, troskliwa, choć zdziwiło mnie, że je obiad(?) przy stoliku przeznaczonym dla gości. Ogródek ciasny, ciężko wyjść od stołu do toalety i ponownie zająć miejsce."
"('AWIW Restaurant', '37')",5.0,"Bardzo przytulne miejsce, Bardzo przytulne miejsce, w sam raz na obiad bądź kolację. Czas oczekiwania na posiłki zgodny z tym co mówi obsługa. Posiłki bardzo dobrze przygotowane, A przede wszystkim smaczne. Miejsce godne polecenia."
"('AWIW Restaurant', '4')",5.0,"Obiad we dwoje w trakcie zwiedzania Wszystko było super. Obsługa przemiła, wszystko pięknie podane i bardzo smaczne, ciężko cokolwiek wybrać bo patrząc na talerze ludzi dookoła żeby znaleźć sugestie to wszystko było apetyczne. Na pewno wrócimy tam nie raz, serdecznie polecam. Ulokowany w urokliwym miejscu, warto poszukać. Dla właściciela też uwaga, warto postawić jakaś reklamę przed, bo przez otwarte parasole sama restauracja mało widoczna. Mieliśmy problem znaleźć, ale zadzwoniliśmy i bardzo uprzejmy Pan wytłumaczył nam jak trafić i jeszcze wyszedł po Nas przed lokal. Warto odwiedzić."
"('AWIW Restaurant', '45')",5.0,"Warto tu przyjść na pierogi i nie tylko Restauracja w ślicznym miejscu; szczególnie rano jest pięknie, ale i wieczór dostarcza emocji (można posłuchać wtedy muzyki na żywo). Kuchnia bardzo smaczna. Lubię tu wpadać zwłaszcza na pierogi i sałatki. Moje dzieci gustują tu w deserach.
Polecam"
"('AWIW Restaurant', '48')",5.0,"Kolacja Super spedzone urodziny z bratem, kelnerka Ania bardzo umilila nam ten wieczor. Polecam z calego serca"
"('AWIW Restaurant', '5')",5.0,"Najlepsza knajpa na Szerokiej. Świetne jedzenie (pierogi i  sałatka z kozim serem petarda) , pyszne desery , miła obsługa, wieczorami muzyka.Polecam , polecam , polecam"
"('AWIW Restaurant', '6')",5.0,Sentymentalna kolacja Spędziłem tutaj uroczy wieczór w towarzystwie Rodziny przy wykwintnej kolacji najwyższej próby. W dzisiejszej ofercie szefa kuchni polecany był okoń morski pod pierzynką z piany.
"('AWIW Restaurant', '66')",5.0,"Uczta dla zmysłów Przepyszne tatary próbowaliśmy 3 rodzaje. Pierogi ruskie w przepysznym kwaskowym sosie, te z mięsem serwowane z borowikami. Udziec cielęcy rozpływał się w ustach, a polędwica wołowa to top of the top sztuki mięsa jaka kiedykolwiek jadłam. Frytki domowe to najlepsze frytki na świecie. Polecam wszystko. Obsługa miła, muzyka na żywo, czego chcieć więcej."
"('AWIW Restaurant', '71')",5.0,"Swietna obsluga Dzięki świetnej obsłudze kelnerki Oleny spędziliśmy przyjemny wieczór w tej restauracji, piewszy raz próbowaliśmy dania z kuchni żydowskiej, do tego piliśmy izraelskie wino. Zostały nam same dobre wrażenia, serdecznie polecam!"
"('AWIW Restaurant', '72')",5.0,"Pysznie Kelnerka Olena dobrała do kaczki w sosie z wiśniówki, którą wybraliśmy najlepsze wino, ktore w życiu probowaliśmy, czyli francuskie Château de Lissennes. W żadnym innym miejscu nie próbowaliśmy tak pysznego wina. Wrócę tam choćby po to, żeby sprówać innych win, ktore oni mają."
"('AWIW Restaurant', '74')",5.0,"Piękny Wieczór w Krakowie Genialne jedzenie, któremu towarzyszyła muzyka na żywo. Dzięki kelnerce Pauli, która wykazała się niezwykłą pomocą przy doborze dań i wina nasz wieczór był dopięty na ostatni guzik! Napewno odwiedzę Awiw jeszcze nie raz, do zobaczenia!"
"('AWIW Restaurant', '77')",4.0,"Trzecia setka zamiast pierwszej Długo zastanawiałem się dlaczego restauracje na Kazimierzu specjalizujące się w kuchni koszernej nie klasyfikują się w pierwszej 100-tce Tripadvisora. Wiedziony tym pytaniem postanowiłem zawitać do wysoko ocenianego Awiwu. 

Jedzenie bardzo dobre - żadnych uwag. 

ale... 
- obsługa kelnerska jest zabiegana, nieuśmiechnięta, chaotyczna. 

- stoliki jeden na drugim, konkurs na skondensowanie gości wygrany. 

- Pani zachęcająca Klientów do wejścia jest uśmiechnięta, ale z fatalnym nawykiem opierania się o słup (a ma dwa ;) 

- Kolejnym minusem są gromadzące się grupki 2-3 pracowników przed lokalem komentujący zachowania przechodniów. 

Zniechęciłem Was do wejścia do restauracji? A nie powinienem, bo jest smacznie z muzyką live. I WIELKA szkoda, żeby takie szczegóły i niedbalstwo niweczyły efekt i szansę na wyśmienitą ocenę. "
"('AWIW Restaurant', '79')",5.0,"Awiw Spędziliśmy super miły wieczór. Fajna muzyka.Bardzo dobre jedzenie! Obsługa bez zarzutu. Kelner Igor wie o co chodzi w jego pracy,nie był zbyt nachalny,ale szybko służył pomocą."
"('AWIW Restaurant', '8')",5.0,"Recenzja Byliśmy z mężem na randce. Nie wiedzieliśmy o muzyce na żywo, gdy zaczęli grać i śpiewać byliśmy zachwyceni. Cudownie utalentowani młodzi ludzie. Obsługa miła i uprzejma. Jedzenie bardzo dobre, estetycznie podane. Wszystko na talerzu ze sobą współgrało. Mąż dostał strogonowa w świeżym talerzu z chleba. Porcje były takie akurat, nie wyszliśmy głodni. Restauracja godna polecenia, przy następnej wizycie w Krakowie na pewno odwiedzimy."
"('AWIW Restaurant', '88')",4.0,"Fajna restauracja z super kelnerką Restauracja, którą poleciłabym swoim znajomym ze względu na dobrą atmosferę ciekawe menu,  lokalizację, ale szczególnie zadowoleni byliśmy z obsługi przesympatycznej, kompetentnej, pełnej swoistego uroku pani kelnerki o imieniu Aleksandra. Oby pracowała tam jak najdłużej i nie zmieniła swojego podejścia do klientów. Turyści z Pomorza."
"('AWIW Restaurant', '9')",5.0,"Byłem,dobrze zjadłem,wrócę... Kilkakrotnie odwiedziłem to miejsce i za każdym razem wychodzę z postanowieniem że nie jestem tu po raz ostatni.
Miła i szybka obsługa, klimatyczne miejsce..ale czym by to wszystko było gdyby nie smaczne tradycyjne menu.Jeszcze się nie zawiodłem na niczym.
Polecam !!"
"('AWIW Restaurant', '90')",5.0,"Miejsce godne polecenia! Restauracja naprawdę godna polecenia z co najmniej kilku powodów. Zatrzymaliśmy się tam ze znajomymi aby zjeść mały lunch, a zjedliśmy duży porządny obiad, deser oraz wino. Dania pyszne, dobrze doprawione, ładnie podane, cieszą oko i podniebienie.  Płacenie nie boli ;) Obsługa uśmiechnięta, kulturalna i dobrze wyszkolona. Przemiła kelnerka Ola, oprócz dań potrafi również polecić okoliczne atrakcje warte odwiedzenia.
Od dzisiaj Kazimierz to nie tylko pl. Nowy, ale również ul. Szeroka. Polecam gorąco wszystkim odwiedzającym Kraków."
"('AWIW Restaurant', '92')",4.0,"Przyzwoite jedzenie, świetna obsługa Pierwszy raz w życiu odwiedziliśmy restaurację z kuchnią żydowską, nie zawiodłem się z moimi przyjaciółmi. Obiad zaliczony w ostatnią niedzielę. Jedzenie całkiem dobre, bez rewelacji ale w tej cenie okej. Na wyróżnienie zasługuje bardzo miła obsługa zapewniana przez uroczą Panią Asie, Pozdrawiam!"
"('AWIW Restaurant', '93')",5.0,"Świetne miejsce :) Świetne miejsce, bardzo dobra kuchnia żydowska, której wbrew pozorom wcale nie serwuje się zbyt często w tej części Krakowa ;) Mega miła i profesjonalna obsługa, w szczególności obsługująca nas Pani Asia ;) Polecam !"
"('AWIW Restaurant', '96')",5.0,"Kuchnia palce lizać! Nigdy nie próbowałam dań kuchni żydowskiej, to był mój pierwszy raz. Razem z rodziną podzieliliśmy się mixem past żydowskich, gołąbkami żydowskimi i falafelem. Na dania główne wybraliśmy przepyszną gicz jagnięcą, kotleciki cielęce z plackami ziemniaczanymi, stek jagnięcy oraz sałatkę izraelską. Dania idealnie przygotowane, na talerzu wyglądały obłędnie! Niestety tak szybko zostały zjedzone, że nie zdążyliśmy zrobić zdjęcia :( Dzięki wspaniałej obsłudze Pauli ten wieczór na długo zostanie w naszej pamięci!"
"('AWIW Restaurant', '97')",5.0,"Genialna kuchnia Dzięki kelnerce Pauli zdecydowałem się na żeberka wieprzowe! Były przepyszne!! Super miejsce, miła obsługa :)"
"('AWIW Restaurant', '98')",5.0,"Super miejsce! Na przystawkę zdecydowałam się na mix past żydowskich, nie żałuję ;) Ser kozi - niebo w gębie! Kelnerka Paula doradziła mi do dania głównego Sauvignon Blanc z Nowej Zelandii i było wyśmienite! Uroku dodaje muzyka na żywo, z pewnością jeszcze tu wrócę!"
"('AWIW Restaurant', '99')",5.0,"Doskonały smak Byliśmy z mężem na Kazimierzu i znaleźliśmy tą klimatyczna restauracje. Chcieliśmy odpocząc i zjeść coś lekkiego. Jedzenie smaczne, obsługa potrafiąca doradzić, kelnerka Sofia bardzo miła i profesjonalna. Pyszna kawa i desery. Wrócę napewno! "
"('Absurdalia Cafe', '0')",4.0,"Dobre ciasta i herbaty  Oryginalne miejsce ze specyficznym klimatem, zdecydowanie nie dla każdego. Jeśli ktoś lubi sztampę i zachowawcze miejsca to to może mu się nie spodobać. Dobre ciasta i herbaty. "
"('Absurdalia Cafe', '1')",5.0,Pięknie Mimo późnej pory Pani była super przemiła i pomocna. Kawa i herbatki rewelacja pierwsza klasa. Czekoladowy tort z wiśniami nie tylko był ogromny ale również pyszny.
"('Absurdalia Cafe', '2')",3.0,"Nieznośnie jesieniarskie miejsce Zawitałem do kawiarni za znajomymi. Wszyscy jednogłośnie ocenili miejsce na raczej średnie. W grzańcu za dużo goździków (całe opakowanie), kawa nic specjalnego. Sam wystrój raczej jesieniarski, nieco eklektyczny, zbyt eklektyczny. Mało intymnie, raczej chłodno. Wszyscy wyszliśmy niepocieszeni. Bardzo dziwny, powtarzający się motyw kolorowych pianek i wiórek kokosowych, podawanych do każdego z ciast (sernika, ciasta marchewkowego). "
"('Acai Bar', '0')",5.0,"Lubie to miejsce! Acai Bar miejsce które mogę polecić każdemu, wyjątkowe pyszne sami koktajli (próbowałam niemal już wszystkich ) które to właśnie polecam najbardziej, są dla mnie bombą odżywcza i dobrym paliwem : ) a ja uwielbiam jak jest pysznie i zdrowo! Sympatyczna, uśmiechnięta obsługa baru, służąca pomocą przy wybraniu smaku + smakołyki jakie serwuje nam Acai Bar to godny polecania Food truck ! Lubię to !!!"
"('Akita Ramen', '0')",5.0,"Bardzo smaczny Ramen Bardzo smaczny Ramen, obsługa miła i profesjonalna. Świetnie urządzony. Idealne miejsce by zjeść coś w towarzystwie znajomych."
"('Akita Ramen', '1')",5.0,"Bardzo polecam To nasza pierwsza wizyta w tym lokalu i na pewno nie ostatnia! Zamówiliśmy 3 rameny każdy inny (akita ramen, shio secret ramen i wegantan ramen). Buliony były super bardzo wyraziste tak samo jak dodatki, makaron fajny nie sklejony wygodny w jedzeniu oraz w siorbaniu co jest chyba nieodzownym elementem w ramenie ;). Na stole mamy do dyspozycji przyprawy takie jak platki chili, prażony sezam oraz sos sojowy dostaliśmy również informacje ze możemy poprosić o oliwy smakowe. Obsługa bardzo miła cały czas uśmiechnięta co naprawdę tworzy swobodna atmosferę. Wnętrze ładnie urządzone. Do lokalu staliśmy w kolejce ok 40 min ale warto poczekać, w lokalu zapewnione są wszystkie środki bezpieczeństwa w związku z pandemia."
"('Akita Ramen', '10')",5.0,"Dzisiejsza wizyta to strzał Dzisiejsza wizyta to strzał w dziesiątkę! Obsługa super! Miła, pogodna i pomocna :) Kiedy poprosiłem o Miso Ramen bez makaronu, dostałem odpowiedź, że to żaden problem, a kucharz sam zapytał czy zamiast makaronu życzę sobie inne składniki, np warzywne - super!! Na pewno wrócimy i z całego serca polecam! :) Żałuję że dopiero teraz znaleźliśmy chwilę żeby tu wpaść, ale już wiemy, ze będziemy stałymi klientami, bo Ramen - przepyszny! "
"('Akita Ramen', '11')",5.0,Bardzo dobry Ramen. Polecam 👍 Bardzo dobry Ramen. Krewetki na przystawkę z pikantnym sosem bardzo dobre. Polecam. Odwiedzę kolejny raz. 
"('Akita Ramen', '12')",5.0,"Świetne miejsce! Cudna atmosfera oraz klimatyczny wystrój. Idealne miejsce na spotkanie ze znajomymi i pyszne jedzenie. Same plusy, a w dodatku bardzo uprzejmy i dbający o klientów personel. Jest też opcja dla wegan, więc każdy znajdzie coś dla siebie.
Na pewno jeszcze tam wrócę!"
"('Akita Ramen', '13')",5.0,"Smaczny ramen!  Bardzo dobry bulion, smaczny makaron. Dodatki w odpowiedniej ilości. Miła obsługa. Trochę surowe wnętrze, ale całość zdecydowanie na plus. "
"('Akita Ramen', '14')",5.0,"Miłe zaskoczenie Koledzy zaprponowali, abyśmy na lunch wybrali się do Ramena. Dla nich to kolejna wizyta, dla mnie pierwszy raz. I powiem szczerze - warto było! Fajny klimat, przesympatyczna obsługa. Jadłem ramena przy barze, rozmawiając z personelem. Jedzonko pierwsza klasa, świeże składniki, serce włożone w przygotowanie i dużo uśmiechu od kucharzy i kelnerek. Na deser szarlotka i  kawa po wietnamsku parzona w bardzo oryginalny sposób. Polecam!"
"('Akita Ramen', '16')",3.0,"Ciekawe miejsce. Zdecydowanie najmocniejszą strona jest obsługa i lokalizacja. Czekaliśmy na stolik na zewnątrz. 
Co chwile ktoś do nas wychodził informował o sytuacji. Po wejściu przepraszali ze czekaliśmy, jakby to była wina obsługi, ze jest pełna sala. Zamowienie przyjęte szybko, info ze trzeba czekać 25 min na danie otrzymałam gdy wchodziliśmy do środka, ale nie czekaliśmy tyle. 
Sam ramen...jadłam lepsze. Bulion dobry. Tofu marynowane na słodko mnie akurat nie smakuje, podobnie makaron sojowy który zwyczajnie zapycha. Imbir marynowany świetny, ale mało tak jak glonów.
ramen VEGAN Classic 32 złote 
ramen Tricity 31,- 
Porcja kimchi jest mała i mdła. 12,-  
Porcje ramenu są ogromne, ale nie jest to wybitnie dobry ramen. Raczej przeciętny. 
Miejsce jest ciekawe, warte odwiedzenia, obsługa (Dominik) cudowna, ale jedzenie przeciętne. Ceny już nie. No i jet tu bardzo głośno. Wszyscy siedzą przy jednym długim stole i krzyczą do siebie. 
Na romantyczna kolacje zdecydowanie nie."
"('Akita Ramen', '18')",5.0,"Warto poczekać Znamy Akitę od kilku lat i zawsze było warto czekać :) Wcześniej szukaliśmy food trucka w Warszawie ,niestety już nie jeździ . Więc teraz trzeba specjalnie przyjechać do Krakowa na mistrzowski ramen . Kolejka przed lokalem potwierdzi ła że nic się nie zminiło . Akita rządzi . Dla nas pozycja obowiązkowa ."
"('Akita Ramen', '2')",5.0,"Absolutny TOP w Krakowie i Absolutny TOP w Krakowie i pokuszę się o stwierdzenie, że również w Polsce. Jest zwykły ramen i jest Akita Ramen - całkowicie poza rankingiem, niedościgniony przez inne miejsca tego typu."
"('Akita Ramen', '20')",4.0,"Smacznie i profesjonalnie. Bardzo smaczne przystawki (tempura i tacos) oraz naprawde dobry i pożywny ramen.Profesjonalna i miła obsługa. Prosto, smacznie bez nadęcia."
"('Akita Ramen', '23')",5.0,"Absolutnie pysznie :) Najlepszy Ramen w Krakowie. Nic dodać nic ująć. Co prawda nie dostaliśmy jednego dodatkowego składnika, który został zamówiony, ale za ten smak można wybaczyć tak małe uchybienie. Rozumiem skąd te kolejki, na szczęście zima w tym roku jest ciepła, więc czekanie nie jest tak bolesne:)"
"('Akita Ramen', '24')",4.0,"Wstydu niema.  Wstydu niema. Fajne i smaczne przystawki a ramen trzyma poziom ale nie jest to Top od the Top :). Nie mniej, jak będę w Krakowie ponownie to zapewne wpadnę zaspokoić głód. Generalnie polecam."
"('Akita Ramen', '25')",5.0,"najlepszy ramen jaki jadłam Wracam, kiedy tylko mogę :D Pierwszy raz jadłam ramen Akity w Łodzi na festiwalu, był pyszny. Później co chwile sprawdzałam, kiedy przyjadą i zawsze przychodziłam. Teraz to ja jeżdżę do nich do Krakowa :D Czekam na otwarcie restauracji w Warszawie, będę miała trochę bliżej z Pomorza. Bardzo sympatyczna obsługa, pyszne i duże porcje."
"('Akita Ramen', '26')",5.0,"Świetna restauracja Byliśmy w Akita Ramen s sobotni wieczór z rodziną. Wspaniałe przystawki: krewetkii warzywa w tempurze, żeberka no i hit czyli ramen. Ja jadłem akurat z wołowina. Pyszne. Obsługa bardzo miła i sprawna.
Są kolejki przed wejściem ale na prawdę warto poczekać. Poza kolejka obsługiwane sa tylko koty...."
"('Akita Ramen', '28')",5.0,"Najlepszy ramen w Krakowie! Super miejsce na mapie Krakowa! Cieszy mnie zwłaszcza ostatnia zmiana karty, w której pojawił się przepyszny ramen wegetariański :)"
"('Akita Ramen', '29')",1.0,"Straszne nie rozumiem fenomenu tej restauracji... Jedzenie było bardzo słabe, nie byliśmy w stanie dokończyć dania ze względu na straszny zapach! Oboje mieliśmy potem problemy żołądkowe. Szczerze odradzam"
"('Akita Ramen', '3')",5.0,"Najlepszy wege ramen w Krakowie Jeden z najlepszych wege ramenów jakie jadłam, wielki plus za miłą obsługę. Będę wracać, polecam gorąco!"
